,city,city_n
283796,Merna,6547
283803,Clarkson,6548
284109,Bourg,6549
284129,Vestavia,6550
284202,Kiln,6551
284581,Zenia,6552
284829,Cadyville,6553
284842,Great Barrington,6554
285022,Baltic,6555
285035,Mount Solon,6556
285069,Indian Head,6557
285143,Fountain City,6558
285172,Wilder,6559
285817,Princeville,6560
285960,Chickasha,6561
286220,Proctor,6562
286303,Union Springs,6563
286562,Newman Lake,6564
286584,Ione,6565
287044,West Milford,6566
287294,Danforth,6567
287492,Meacham,6568
287705,Goodells,6569
287759,Corsica,6570
287960,Percival,6571
288031,Wildersville,6572
288111,Stayton,6573
288136,Amboy,6574
288156,Butte City,6575
288320,Medfield,6576
288387,Feura Bush,6577
288417,Pavilion,6578
288535,Manasquan,6579
288599,Callao,6580
288646,Leo,6581
288677,New Richmond,6582
288806,Richlands,6583
288893,Aulander,6584
288951,Dendron,6585
289121,Lakewood Ranch,6586
289455,New Richland,6587
289500,Watson,6588
289567,Fair Grove,6589
289896,District 21,6590
290158,Kaibeto,6591
290882,Long Beach Township,6592
291033,Fountaintown,6593
291138,Lenoir,6594
291308,Kilmarnock,6595
291320,Belhaven,6596
291676,Clintonville,6597
291716,Wahoo,6598
291846,Carbondale,6599
291858,Lampasas,6600
291881,Beebe,6601
292112,East Bernard,6602
292491,Azalea,6603
292492,Shaniko,6604
292493,Sisters,6605
292937,Sabinsville,6606
293039,Cresco,6607
293115,Boyers,6608
293118,Peninsula,6609
293123,Mckeesport,6610
293157,Adamstown,6611
293158,New Park,6612
293169,New Carrollton,6613
293346,Signal Mountain,6614
293397,Lincolnton,6615
293472,Elm City,6616
294035,South Barrington,6617
294530,Menard,6618
294566,Manzanola,6619
294697,Aztec,6620
294714,Athol,6621
294826,Palermo,6622
295145,West Wareham,6623
295179,Shelby Township,6624
295475,Cammal,6625
295506,District 17 Chillum,6626
295753,Elizabeth City,6627
296573,Sweetwater,6628
296581,Hooks,6629
296587,Inez,6630
296764,Talladega,6631
297373,Conneaut,6632
297384,Topsfield,6633
297539,Albertson,6634
297574,Sea Cliff,6635
297582,Mountainside,6636
297627,Braddock,6637
297722,Mifflin,6638
297779,Dillsboro,6639
297839,Long Island,6640
297905,Glen Lyn,6641
298301,Cape Carteret,6642
298395,Hurtsboro,6643
298403,Adams Run,6644
298480,Fairchild,6645
299082,Kilgore,6646
299362,South Lake Tahoe,6647
299732,Turtlepoint,6648
299917,Cherry Log,6649
300016,Pleasant Dale,6650
300048,Bates City,6651
300109,Hayti,6652
300269,Crescent Mills,6653
300292,Piercy,6654
301115,Tawas City,6655
301210,Port Penn,6656
301269,Greenfield Park,6657
301322,Dennis Port,6658
301329,Ravenna,6659
301334,Bentleyville,6660
301455,Dunbar,6661
301987,Shorterville,6662
302173,Aldrich,6663
302176,Rochelle,6664
303172,Rixford,6665
303242,Morrice,6666
303269,Swanzey,6667
303375,Oradell,6668
303400,Stirling,6669
303422,Union Beach,6670
303425,Long Pond,6671
303695,Star,6672
304315,New Lisbon,6673
304757,Sealy,6674
304783,Gramercy,6675
304794,Thompsons Station,6676
304996,Chugwater,6677
305396,California City,6678
305634,Bushkill,6679
305721,Bozrah,6680
305736,Bakerstown,6681
305790,Poolesville,6682
305902,Robbinsville,6683
306530,Sheboygan Falls,6684
306532,Horicon,6685
306692,Ozona,6686
306742,Rosebud,6687
306766,Crowley,6688
306871,Gray,6689
307308,Lovington,6690
307435,Depoe Bay,6691
307490,Smith,6692
307828,Barkhamsted,6693
307924,Red Hill,6694
307939,East Williston,6695
308015,Wallington,6696
308043,Carmichaels,6697
308107,Naval Anacost Annex,6698
308270,Bastian,6699
308763,Buckhead,6700
308810,Lake Wilson,6701
308883,Randall,6702
309165,Reform,6703
309168,Zavalla,6704
309323,Sibley,6705
309462,Antimony,6706
309918,Clarence Center,6707
309928,Holliston,6708
310034,Horseheads,6709
310097,Airmont,6710
310110,Millwood,6711
310185,Creighton,6712
310187,Saxonburg,6713
310244,Manns Choice,6714
310309,Rushville,6715
310680,Duette,6716
311075,Winterset,6717
311233,Crossroads,6718
311360,Port Bolivar,6719
311529,Hickory Flat,6720
311806,Vida,6721
312176,Hague,6722
312218,Parsonsburg,6723
312489,Faucett,6724
312511,Del City,6725
312648,Selah,6726
312851,Toluca Lake,6727
312992,Stilesville,6728
313316,Tiller,6729
313329,Skokomish Nation,6730
313398,Korbel,6731
313575,Frederic,6732
313699,Lincroft,6733
313794,Eskdale,6734
313795,Delmont,6735
313799,Russellton,6736
313995,Stanley,6737
314110,House Creek,6738
314280,Treasure Island,6739
314495,Isle Of Palms,6740
314995,Lawley,6741
315329,Alviso,6742
315892,Sanders,6743
316623,Muscatine,6744
316841,Rocksprings,6745
317122,Palisade,6746
317165,Gill,6747
317253,Brothers,6748
317278,Northwest Clackamas,6749
317584,Devens,6750
317704,Pocomoke City,6751
317768,Haledon,6752
317814,Hydes,6753
318240,Coral Gables,6754
318553,Hatley,6755
318608,Mayview,6756
318644,Anita,6757
318706,Dripping Springs,6758
318860,Eddy,6759
318908,Silverhill,6760
318990,Gilmore,6761
319077,Valparaiso,6762
319078,Pisgah,6763
319110,La Marque,6764
319187,Uvalde,6765
319650,East Aurora,6766
319939,Landing,6767
319944,East Quogue,6768
319960,Shaker Heights,6769
319970,Avella,6770
319981,Littlestown,6771
320679,Cataula,6772
320754,Ottawa,6773
321971,Jenison,6774
321975,Bridgman,6775
322009,Arverne,6776
322027,Pittstown,6777
322191,Galeton,6778
322240,North Beach,6779
322659,Yalaha,6780
323140,Gibson,6781
323477,Newbern,6782
324174,Kawkawlin,6783
324244,Madisonburg,6784
324464,West Frankfort,6785
324730,Skamokawa,6786
324731,Ethel,6787
324753,Ravendale,6788
325427,Toutle,6789
325696,Rumney,6790
325926,Wittman,6791
325971,Hollidaysburg,6792
326103,Hardy,6793
326377,Lake Alfred,6794
326976,Okemah,6795
327209,Pollok,6796
327285,Keenesburg,6797
327429,Idleyld Park,6798
327444,Spangle,6799
327807,White Lake,6800
327899,Longport,6801
327913,Manville,6802
327975,Forked River,6803
328133,Fredericktown,6804
328258,Stanleytown,6805
328547,Jensen Beach,6806
328667,Whiteville,6807
328825,Ina,6808
328902,Fonda,6809
329421,Alamosa,6810
329632,Port Hadlock,6811
329659,O Neals,6812
330154,Scotch Plains,6813
330307,Church Hill,6814
330396,Gatlinburg,6815
330404,Claremont,6816
331001,Fort Mitchell,6817
331039,Portal,6818
331156,Belgrade,6819
331493,Skiatook,6820
331910,Alsea,6821
331928,Grapeview,6822
332333,Indian River,6823
332394,Menands,6824
332396,South Grafton,6825
332422,Gulliver,6826
332443,Grosse Pointe Farms,6827
332496,Parlin,6828
332732,Furlong,6829
332767,Moscow,6830
332795,South Chatham,6831
332860,Washington Boro,6832
333033,Rising Sun,6833
333045,Campbellsburg,6834
333099,Lorain,6835
333108,Scott Depot,6836
333537,Lucama,6837
333775,Big Pine Key,6838
334471,Nemaha,6839
334482,Okawville,6840
334518,Lester Prairie,6841
335383,Coahoma,6842
336195,Chinle,6843
336221,Culdesac,6844
336594,Bell Canyon,6845
337188,Kettle River,6846
337194,Minooka,6847
337246,Alleyton,6848
337423,Hidden Valley Lake,6849
337584,Cairo,6850
337643,Forksville,6851
338292,Barneveld,6852
338434,Vincentown,6853
338563,Ladoga,6854
338931,Summerland Key,6855
339207,Camilla,6856
339301,Balaton,6857
340119,Vado,6858
340265,West Contra Costa,6859
340482,Cheektowaga,6860
340576,Sylvan Beach,6861
340645,Belle Mead,6862
340773,Jane Lew,6863
340893,Huntertown,6864
340988,Bulls Gap,6865
341173,Sims,6866
341182,Manteo,6867
341400,Burgaw,6868
341686,Lomira,6869
342377,Quitman,6870
342588,White Sands Missile Range,6871
342699,Grizzly Flats,6872
342780,Lookout,6873
343047,Voorheesville,6874
343153,Lake Hopatcong,6875
343165,Emerson,6876
343182,Princess Anne,6877
343294,Shermans Dale,6878
343311,Millheim,6879
343394,Arcanum,6880
343424,Hiddenite,6881
343582,Winterville,6882
345086,Tekoa,6883
345566,Pennington,6884
346411,Fort Stewart,6885
347158,Pinehurst,6886
347389,Truth or Consequences,6887
347395,Teec Nos Pos,6888
347798,Saranac,6889
347831,Westerlo,6890
347922,Stormville,6891
348191,Boomer,6892
348450,Kelford,6893
349020,Fort Dodge,6894
349043,Atalissa,6895
349320,Coyanosa,6896
350258,Fort Thomas,6897
350312,Valley Head,6898
350382,Wabasha,6899
350823,Cassadaga,6900
350925,Ticonderoga,6901
350954,Sodus,6902
351261,Germanton,6903
351278,Mountain City,6904
351347,Staffordsville,6905
351900,Camp Douglas,6906
351902,Slayton,6907
352318,Boutte,6908
352353,Moulton,6909
352709,Rosburg,6910
352737,Crystal Bay,6911
353178,Tioga,6912
353275,Brooklawn,6913
353458,Spruce Creek,6914
354068,Abbotsford,6915
354167,Isanti,6916
354581,Joiner,6917
354645,Kimberly,6918
354793,Pioche,6919
355007,Rescue,6920
355365,Angola,6921
355463,Clifton Springs,6922
355578,Kenna,6923
355622,Mooreland,6924
355648,Shiloh,6925
355741,Macclesfield,6926
356043,Holmen,6927
356079,Rockwell City,6928
356450,Castalian Springs,6929
356792,Redway,6930
357107,Kirkville,6931
357333,Stuarts Draft,6932
357342,Ambridge,6933
357509,Wilkesboro,6934
357887,Chadbourn,6935
358096,Nashwauk,6936
358157,Franklin Grove,6937
358490,Phil Campbell,6938
358492,Wagarville,6939
358662,Haleyville,6940
358853,Munds Park,6941
358900,Whiteriver,6942
359089,Diablo,6943
359136,Luning,6944
360056,Boca Grande,6945
360550,Jeffers,6946
360557,Sparland,6947
360570,Indianola,6948
361359,Many Farms,6949
361502,Cassel,6950
361554,Dillon Beach,6951
361856,Hollsopple,6952
362003,Madeira Beach,6953
362193,Comanche,6954
362381,Winlock,6955
362879,Eastland,6956
363005,Brinnon,6957
363596,Saint Michaels,6958
363717,Flag Pond,6959
363737,Newland,6960
363749,Elon,6961
363786,Pounding Mill,6962
364271,Lizella,6963
364332,Marseilles,6964
364348,Pengilly,6965
364371,Laona,6966
364834,Coushatta,6967
364842,Palestine,6968
365018,City Of Spokane Valley,6969
365547,High Falls,6970
365973,West End,6971
366595,Mondovi,6972
366723,Urbana,6973
366814,Fort Hood,6974
367115,Richton,6975
367225,Willow Beach,6976
367502,Montara,6977
367768,Marblehead,6978
367827,Goffstown,6979
367831,Meredith,6980
367844,Potsdam,6981
367922,Laurelton,6982
368124,Maugansville,6983
368397,Exmore,6984
368848,Carmi,6985
368949,Early,6986
369490,Hot Sulphur Springs,6987
369903,Temple City,6988
370110,North Brookfield,6989
370127,Sand Lake,6990
370221,Congers,6991
370296,Skillman,6992
370330,Hillsborough,6993
370394,Kunkletown,6994
370443,Indiana,6995
370759,Mattaponi,6996
371160,Broxton,6997
372192,Playa Del Rey,6998
372444,Middleburgh,6999
372534,Falls,7000
372619,Princeton Junction,7001
372666,Charleroi,7002
373365,Riceboro,7003
373771,Coden,7004
373899,Culleoka,7005
374035,De Beque,7006
374308,Calpine,7007
374321,Dos Palos,7008
374791,Rosman,7009
375255,Colma,7010
375522,Painter,7011
375612,Baconton,7012
375824,Tonto Basin,7013
376061,Basom,7014
376063,Fredonia,7015
376076,Central Falls,7016
376081,Sherborn,7017
376142,Antrim,7018
376152,Warnerville,7019
376161,Hagaman,7020
376312,Bernardsville,7021
376409,Pitcairn,7022
376421,Newton Falls,7023
376449,District 2 Frederick,7024
376502,White Post,7025
377213,Eastpoint,7026
377223,Skipperville,7027
377854,Banner,7028
378423,Waban,7029
378494,Poestenkill,7030
378527,Yale,7031
379016,Vass,7032
379982,Hurricane Mills,7033
379986,Buhl,7034
380289,Ivins,7035
380502,Chimacum,7036
380532,Midpines,7037
380982,Tillson,7038
380985,Fort Plain,7039
380988,Sturgis,7040
381103,Whippany,7041
381104,Bogota,7042
381210,Baden,7043
381483,Ahoskie,7044
381667,Patrick AFB,7045
381983,Bena,7046
382027,Johnsburg,7047
382524,Petal,7048
383264,Oakfield,7049
383478,Natrona Heights,7050
384437,Goose Lake,7051
384932,La Jara,7052
385116,Fossil,7053
385226,Sierraville,7054
385487,West Seneca,7055
385575,Alger,7056
385596,Chaplin,7057
385903,Clifton Township,7058
385962,Green Spring,7059
386037,Birdseye,7060
386235,Chocowinity,7061
386445,Riegelwood,7062
386551,Morven,7063
386658,Bell,7064
386663,Metter,7065
386807,Cotton,7066
386909,Millsap,7067
387106,Ethelsville,7068
387337,Panaca,7069
387701,Ragged Point,7070
388054,Gibsonville,7071
388677,Sprakers,7072
388754,Maurertown,7073
388848,Hubert,7074
388860,Silver Creek,7075
388945,New Florence,7076
388955,Sebeka,7077
389017,Osyka,7078
389022,West Blocton,7079
389059,Parachute,7080
389371,Wassaic,7081
389511,Wurtsboro,7082
389520,Whaleyville,7083
389565,Tomkins Cove,7084
389612,Scotland,7085
389684,Sunderland,7086
389712,Tennyson,7087
389893,Ferrum,7088
389952,Grantsboro,7089
390056,Union Park,7090
390159,Ball Ground,7091
390369,Hawkinsville,7092
390370,Americus,7093
390457,Pipestone,7094
390498,Saint Elmo,7095
390797,Only,7096
390807,Keatchie,7097
390904,Flomaton,7098
391440,Potter Valley,7099
391908,Rose Valley,7100
391937,Oakmont,7101
392039,Edon,7102
392090,Tallassee,7103
392179,Surry,7104
392603,Oconto,7105
392644,Peshtigo,7106
392696,Cable,7107
393136,Inlet Beach,7108
393453,Duvall,7109
393483,Seaview,7110
393872,Staatsburg,7111
393875,Inlet,7112
394488,Topping,7113
394524,Ocean Ridge,7114
394912,Raiford,7115
395018,Madelia,7116
395337,Eola,7117
395531,Rockvale,7118
395787,Shiprock,7119
395836,Prosser,7120
395936,East Tehama,7121
396154,Playa Vista,7122
396480,Washington Court House,7123
396928,Molena,7124
397026,Harwood Heights,7125
397062,Los Fresnos,7126
397540,Caballo,7127
397939,Gloversville,7128
398174,Broadlands,7129
398302,Curtice,7130
398324,La Follette,7131
398449,Kittrell,7132
398887,Vidalia,7133
398915,Wedowee,7134
398958,Bourbon,7135
399913,Montgomery Creek,7136
399994,San Simeon,7137
400304,Ramseur,7138
400507,Hinesville,7139
400610,Norridge,7140
401021,Saegertown,7141
401095,Newton Grove,7142
401214,Blackduck,7143
401221,West Concord,7144
401238,Coleraine,7145
401424,Gypsum,7146
401649,Inyokern,7147
401972,Triadelphia,7148
401985,Penn Laird,7149
401989,Slippery Rock,7150
402064,Wyomissing,7151
402136,Tryon,7152
402275,Skipwith,7153
402397,Old Town,7154
402704,Chula,7155
402779,Potosi,7156
402893,Hallsville,7157
402958,Mingo,7158
403265,Braxton,7159
403360,Red Level,7160
403906,Imperial Beach,7161
404361,Albia,7162
404429,Guthrie,7163
404524,Hill AFB,7164
404620,Plumas Lake,7165
404841,Sparrow Bush,7166
404924,Capron,7167
405014,Folkston,7168
405126,Mantachie,7169
405150,Heth,7170
405528,Brewerton,7171
405654,Pikeville,7172
405793,Murdock,7173
406186,Sault Sainte Marie,7174
406440,West Farmington,7175
406517,Orwigsburg,7176
406527,Waddy,7177
406576,Morehead,7178
406653,Mount Gilead,7179
407061,Due West,7180
407102,Laurinburg,7181
407815,White Bluff,7182
408514,North Weymouth,7183
408702,Franklin Square,7184
408780,Newington,7185
408862,Crystal Spring,7186
409216,Belleair Bluffs,7187
409673,Neodesha,7188
410124,Arkadelphia,7189
410787,West Bloomfield,7190
410825,Douglas,7191
410836,Stuyvesant,7192
410871,Irondequoit,7193
410910,Corbin City,7194
411033,Tiverton,7195
411164,Saint Paris,7196
411332,Rich Square,7197
413162,North Clarendon,7198
413180,Berrien Springs,7199
413216,Canandaigua,7200
413273,Rock Tavern,7201
413282,Glen Gardner,7202
413307,Ocean Grove,7203
413492,Sale Creek,7204
413607,Buffalo Junction,7205
414466,Tallulah,7206
414615,Bentonia,7207
414879,Meeteetse,7208
415594,Bath,7209
415724,Mount Royal,7210
415808,Blawnox,7211
416020,Browns Summit,7212
416778,Middle Brook,7213
417141,Fyffe,7214
417155,Nettleton,7215
417443,Turner,7216
417483,Salkum,7217
418023,Vonore,7218
418143,Durant,7219
418607,Barnegat,7220
418704,Jellico,7221
418739,Cedar Key,7222
419004,Twin Bridges,7223
419179,Olcott,7224
419485,Temperanceville,7225
420797,Mulga,7226
421102,Brier,7227
421567,Sandisfield,7228
421796,Newmanstown,7229
421832,Hawk Run,7230
422008,Check,7231
422306,Winnabow,7232
422453,Pavo,7233
422698,Maumelle,7234
422748,Abbott,7235
423354,Nine Mile Falls,7236
423377,Coupeville,7237
423396,Walla Walla,7238
423844,Moriah,7239
423906,Hopatcong,7240
423995,Hardwick,7241
424073,Vineyard Haven,7242
424208,Bucyrus,7243
424364,King and Queen Court House,7244
424369,Pamplin,7245
424862,Clontarf,7246
424951,Bee Cave,7247
425180,Millport,7248
425561,Fruit Heights,7249
425601,Snowflake,7250
426278,Swiftwater,7251
426309,Nazareth,7252
426467,Nanticoke,7253
426563,De Mossville,7254
427097,Maxton,7255
427619,Red Bay,7256
429107,Waldron,7257
429162,Mooresboro,7258
429783,Lacon,7259
429804,Darwin,7260
429902,Eddyville,7261
429917,Alice,7262
430213,Trumann,7263
431071,Laceyville,7264
431173,Rougemont,7265
431204,Florida City,7266
431386,Concordia,7267
431881,Ithaca,7268
431896,Haydenville,7269
432249,Avoca,7270
432284,Cuero,7271
432312,Hamshire,7272
432361,Clute,7273
433201,Osterville,7274
433233,Saint Stephens Church,7275
433244,Pequea,7276
433449,Township 6 Clear Creek,7277
433498,Big Island,7278
434061,Curtiss,7279
434076,Nevis,7280
434216,Church Point,7281
434452,Sardis,7282
434656,Empire,7283
435256,Findley Lake,7284
435272,Kittery,7285
435539,Concord Twp,7286
435639,Laura,7287
435739,Purlear,7288
436473,River Forest,7289
436479,Kennard,7290
436482,Broadview,7291
436605,Southwest Dallas,7292
436765,Camp Wood,7293
437070,Minturn,7294
437129,Merino,7295
437283,Lovelock,7296
437780,Ashley Falls,7297
437884,Pemberton,7298
438043,Mahanoy City,7299
438138,Fair Oaks,7300
438211,Riner,7301
439030,Bernice,7302
439279,Widener,7303
440567,Chalmers,7304
440671,Oregonia,7305
442444,Coventry,7306
442761,Port Deposit,7307
442800,Bay Village,7308
442828,Corbin,7309
442887,Crouse,7310
442972,Grifton,7311
443008,Matlacha,7312
443330,Awendaw,7313
443413,Nicollet,7314
443414,Greenleaf,7315
443515,South Milwaukee,7316
443857,Bremond,7317
444762,Wakeman,7318
444770,Sapphire,7319
445071,Balmorhea,7320
445426,Bumpass,7321
445658,Hot Springs Village,7322
446158,Archbold,7323
446608,Plattsmouth,7324
446624,Harshaw,7325
446840,Minter,7326
447263,Corona Del Mar,7327
447388,Lempster,7328
447401,Castle Creek,7329
447596,Karns City,7330
447612,West Augusta,7331
448390,Albers,7332
448442,Merrill,7333
448502,Elwood,7334
448560,Adkins,7335
448883,Vincent,7336
449764,Gaylordsville,7337
449855,Pawcatuck,7338
450674,Richwoods,7339
450710,Neshkoro,7340
450846,Santo,7341
451326,Guffey,7342
451547,Belden,7343
452125,Cadiz,7344
452167,West River,7345
452348,Cherryville,7346
452506,Palm Beach,7347
452983,Renville,7348
452987,Lyle,7349
453378,Chauvin,7350
453382,Lyon,7351
454410,South Euclid,7352
454529,Beavercreek,7353
454859,Saint James City,7354
455881,Sikeston,7355
456616,Port Ewen,7356
456796,Canfield,7357
456875,Maytown,7358
457826,Saint Robert,7359
458091,Waller,7360
459126,Herminie,7361
459177,Unionville,7362
459182,Elkwood,7363
459427,Louisburg,7364
459481,King William,7365
459938,Wadley,7366
461062,West Hollywood,7367
461289,Unadilla,7368
461290,Otego,7369
462475,Grantsburg,7370
463079,Weinert,7371
463101,Collinston,7372
463222,Yelm,7373
463660,Berne,7374
463825,Diamond,7375
464777,Glen Carbon,7376
464830,Liberal,7377
466092,Forestport,7378
466290,Womelsdorf,7379
467199,Kaw,7380
467277,Cibolo,7381
467528,Mckinney,7382
467729,Portageville,7383
468394,Dafter,7384
468617,Cheswick,7385
469424,Armington,7386
469466,Random Lake,7387
470831,South Deerfield,7388
472118,Hales Corners,7389
472890,Summer Lake,7390
472894,Unity,7391
473673,Eldorado,7392
473722,Benbrook,7393
473925,Challenge,7394
474198,Blossburg,7395
474399,Stanchfield,7396
474403,Zwingle,7397
474423,Mathis,7398
474851,Kerhonkson,7399
475060,Sarver,7400
475070,Clendenin,7401
475078,Presto,7402
475087,Conestoga,7403
475100,Ickesburg,7404
475165,Lignum,7405
475195,Boggstown,7406
475209,Lynnville,7407
475972,New Baden,7408
475988,Brillion,7409
476029,Lamoni,7410
476106,Le Mars,7411
476113,River Grove,7412
476903,Quilcene,7413
477478,Township Of Washington,7414
477571,Pleasant Gap,7415
477610,Dalmatia,7416
477614,Ramey,7417
477715,Mascot,7418
479564,Prather,7419
480009,Harwick,7420
480958,Nerstrand,7421
480978,Spirit Lake,7422
481019,Long Lake,7423
481868,Mica,7424
481905,Connell,7425
482362,West Townsend,7426
482456,Bergenfield,7427
482489,Rye Brook,7428
482500,Old Greenwich,7429
482619,Attica,7430
483193,Cowarts,7431
483473,Farmersburg,7432
483514,Battlefield,7433
483960,Coweta,7434
484732,Clarksboro,7435
484923,Tamaqua,7436
485031,Russia,7437
485555,Hallsboro,7438
485987,Tilden,7439
486109,Nichols Hills,7440
486265,Whitewright,7441
486631,Basalt,7442
487780,South Prairie,7443
488383,Killeen,7444
488478,Waldport,7445
488491,Bonney Lake,7446
488815,North Rose,7447
489090,Highland Heights,7448
489579,Cedar Bluff,7449
489714,Meigs,7450
489994,Maple Park,7451
490028,Bertram,7452
491144,North Bennington,7453
491321,Wernersville,7454
491442,Elizabethton,7455
492671,Inola,7456
492923,Lake Tapps,7457
493352,Hemlock,7458
493371,Wilkinsburg,7459
493443,Upper Saddle River,7460
493600,Summitville,7461
494273,Mc Clellanville,7462
494341,Vesta,7463
495277,San Geronimo,7464
495684,Rockleigh,7465
495716,East Newark,7466
495769,Wells Tannery,7467
496051,Disputanta,7468
496593,Agency,7469
496595,Lockridge,7470
496704,Bois D Arc,7471
497602,Comptche,7472
498004,Haworth,7473
498070,Ocean,7474
498134,Irvona,7475
499053,Eagle Bend,7476
499286,El Campo,7477
500570,La Luz,7478
500850,Coalport,7479
500870,Kinsale,7480
500872,Winona Lake,7481
501419,Kennebunk,7482
501474,Alanson,7483
501512,New Ipswich,7484
501624,Newfield,7485
501712,Brockway,7486
501721,Barclay,7487
501841,Glenford,7488
502642,Lecompte,7489
503049,Blue Mountain,7490
503299,Forks,7491
503802,Garwood,7492
503830,Pilesgrove,7493
503844,Laurys Station,7494
503887,Frostburg,7495
504180,Albemarle,7496
504232,Dunnsville,7497
505521,Gillette,7498
505927,Manhattan Beach,7499
507261,District F,7500
507783,Vardaman,7501
507867,Deer Trail,7502
507994,Alamogordo,7503
508542,Jobstown,7504
508721,Hillsgrove,7505
508748,Losantville,7506
509346,Hahira,7507
510045,Mount Olive,7508
510314,Estacada,7509
510896,Perkasie,7510
510976,Uhrichsville,7511
510978,Connellsville,7512
511116,Fraziers Bottom,7513
512060,Simmesport,7514
512200,Tonkawa,7515
512668,Ault,7516
513231,Keyport,7517
513534,Ogallala,7518
513567,Garden Plain,7519
513621,Brookeland,7520
513742,Mossyrock,7521
514014,Cashiers,7522
514033,Rich Creek,7523
514348,Tenino,7524
514564,Omer,7525
515211,Miami Shores,7526
515591,Leasburg,7527
516523,Rancho Dominguez,7528
517278,Elk Park,7529
517856,Ambrose,7530
518008,Hartland,7531
518011,Jolley,7532
518113,Plumerville,7533
518696,Dateland,7534
519790,Rumford,7535
519867,South Londonderry,7536
527165,West Winfield,7537
529753,Hot Springs,7538
530561,Silex,7539
531167,Tropic,7540
531391,Allyn,7541
539026,Briggsdale,7542
551938,Lavallette,7543
552013,Shoemakersville,7544
554610,Killbuck,7545
558979,Kenney,7546
569532,Meramec,7547
570648,Jaffrey,7548
574126,Dunnell,7549
579178,Sharpsville,7550
584368,Iuka,7551
584913,Black Diamond,7552
585014,Sumas,7553
585627,Marlow,7554
587629,Brightwood,7555
588181,Broad Brook,7556
588226,Piffard,7557
588548,Rolling Prairie,7558
590108,Rawlins,7559
596420,Sekiu,7560
597756,Fort Myer,7561
597997,Township 12 Paw Creek,7562
600783,Thaxton,7563
601464,Fall Creek,7564
602031,Geismar,7565
602616,Randle,7566
612264,Pacific Grove,7567
612380,East Hampstead,7568
612539,Hubbardston,7569
612547,Francestown,7570
612551,Falls Village,7571
617006,Susquehanna,7572
617261,Myersville,7573
617272,Goldvein,7574
617397,Louisville South,7575
618163,Larchwood,7576
618212,Bovey,7577
618261,Waite Park,7578
620089,Olin,7579
620098,Pfafftown,7580
624650,Pleasant Garden,7581
625677,Elmira,7582
625692,Chepachet,7583
625752,Parish,7584
629975,Smith River,7585
630161,Derrick City,7586
630258,Houghton Lake,7587
632483,Washtucna,7588
635090,Mc Carley,7589
642529,Cresson,7590
647106,Haslett,7591
647328,Cuddy,7592
649844,Amanda,7593
655108,Rowland,7594
664448,Van Meter,7595
668229,Warners,7596
674731,Andes,7597
677742,Shickshinny,7598
680445,Upper Jay,7599
680706,Modena,7600
684081,Rock River,7601
685570,Hermantown,7602
687266,Fairchance,7603
687348,Mifflinville,7604
689979,Crafton,7605
691961,Bonners Ferry,7606
691968,Condon,7607
692035,Shelburne,7608
692042,Harborcreek,7609
692064,Fair Haven,7610
692065,Yarmouth,7611
692185,Harrells,7612
692211,Rockmart,7613
692216,Kelliher,7614
692224,Rosholt,7615
692338,Iron City,7616
692410,Yoncalla,7617
692459,Crescent Lake,7618
692476,Otter Rock,7619
692491,Shedd,7620
692582,Doyle,7621
692589,Beckwourth,7622
692621,Markleeville,7623
692755,Rough and Ready,7624
692811,Hydesville,7625
692853,Alpine Meadows,7626
693083,Friant,7627
693671,Kings Canyon National Pk,7628
694343,Royal,7629
694344,Colt,7630
694461,Mulino,7631
694477,Sumpter,7632
694571,Alturas,7633
694768,Johannesburg,7634
694965,Death Valley,7635
695101,Woodstown,7636
695120,Bigfork,7637
695122,McIntosh,7638
695129,Bejou,7639
695130,Loman,7640
695171,Dubois,7641
695221,Saint Maries,7642
695265,Adams,7643
695780,Hunker,7644
695906,Grygla,7645
695909,Chisholm,7646
695918,Kabetogama,7647
695946,Wanamingo,7648
695995,Shoshoni,7649
696111,Rhododendron,7650
696159,Eagle Creek,7651
696190,Dunsmuir,7652
696211,Gasquet,7653
696262,Glenhaven,7654
696333,Castella,7655
697374,Irasburg,7656
697563,Callaway,7657
697588,Paragould,7658
697692,Vidal,7659
697747,Lostine,7660
697821,Brookings,7661
697873,Echo Lake,7662
698580,Chichester,7663
698583,North Hartland,7664
698885,Saint Paul Park,7665
698956,New Trier,7666
699075,Laketown,7667
699134,Ottertail,7668
699210,Baudette,7669
699267,Puposky,7670
699305,Rangely,7671
700061,Jenkins,7672
700084,Lake Lillian,7673
700086,Brooten,7674
700119,Bagley,7675
700127,Solway,7676
700201,Winger,7677
700276,Drewsey,7678
700874,Cape Neddick,7679
700877,East Kingston,7680
700885,Coldwater,7681
700907,Earleville,7682
700990,Dillard,7683
701030,Starbuck,7684
701076,Fosston,7685
701223,Taopi,7686
701369,Littlefork,7687
701566,Grey Eagle,7688
701690,Rock Springs,7689
701705,Nampa,7690
701719,Fall City,7691
701761,Antelope,7692
701832,Macdoel,7693
702400,Kalkaska,7694
702559,Ogema,7695
702652,Green Lake,7696
702968,Shasta,7697
703192,Onyx,7698
703432,Loch Sheldrake,7699
703446,Saco,7700
703509,Loogootee,7701
703700,Galesville,7702
703750,Fordyce,7703
703757,Rosanky,7704
703856,Rathdrum,7705
703870,Warden,7706
704112,Pilot Hill,7707
705123,Ragland,7708
705295,Long Creek,7709
705739,Davis Creek,7710
706943,Island Falls,7711
