,city,city_n
71341,Lore City,4466
71342,Bolivar,4467
71351,Inwood,4468
71363,Trout Run,4469
71391,Strawberry Plains,4470
71420,Howey in the Hills,4471
71476,Grand Ridge,4472
71479,Midland City,4473
71497,Beatrice,4474
71624,Colorado City,4475
71639,College Station,4476
71667,Autaugaville,4477
71725,Vail,4478
71746,Paulden,4479
71786,Stanfield,4480
71851,Nice,4481
71853,Kenwood,4482
72038,Clare,4483
72043,Fort Edward,4484
72048,Canterbury,4485
72102,Oakville,4486
72119,Johnsonburg,4487
72167,Morganton,4488
72247,Catawba,4489
72338,Lyndon Station,4490
72346,Donnellson,4491
72348,Frazee,4492
72367,Wright City,4493
72377,Vining,4494
72379,Markham,4495
72387,Ames,4496
72396,Lago Vista,4497
72472,Georgiana,4498
72547,Congress,4499
72563,Carefree,4500
72594,Rockaway Beach,4501
72672,Caruthers,4502
72844,North Attleboro,4503
72852,Bruce Twp,4504
72869,Clawson,4505
72897,Tilton,4506
72900,North Woodstock,4507
72902,Pepperell,4508
72929,Macomb,4509
72978,Lafayette Hill,4510
73002,Wading River,4511
73014,Plainsboro,4512
73104,Westhampton,4513
73106,Uncasville,4514
73119,Mineral Ridge,4515
73156,Finksburg,4516
73160,Drums,4517
73162,Sugarloaf,4518
73193,Shoals,4519
73215,Ft Wright,4520
73273,Beattyville,4521
73275,Guild,4522
73300,Cascade,4523
73392,Zionville,4524
73413,Keysville,4525
73514,Dillwyn,4526
73562,Pahokee,4527
73599,Central Volusia,4528
73623,Lady Lake,4529
73916,Starke,4530
73953,Cordesville,4531
73955,Mcdonough,4532
73958,Bamberg,4533
74033,Freedom,4534
74056,Wittenberg,4535
74058,Mabel,4536
74061,Sun Prairie,4537
74064,Hayfield,4538
74078,Osage,4539
74087,Dassel,4540
74138,Calumet Park,4541
74402,Del Rio,4542
74404,Stapleton,4543
74508,Larose,4544
74682,Hitchcock,4545
74718,Winnsboro,4546
74724,La Veta,4547
74725,Trinidad,4548
74728,Rifle,4549
74784,Laughlin,4550
74858,Eagar,4551
74879,Coos Bay,4552
74907,Mukilteo,4553
75057,Fellows,4554
75200,East Otto,4555
75201,Allegany,4556
75219,Wrentham,4557
75303,Leicester,4558
75308,Whitney Point,4559
75385,Port Murray,4560
75400,Long Valley,4561
75409,Hazlet,4562
75454,Port Washington,4563
75512,Floral Park,4564
75577,New Providence,4565
75623,Cheverly,4566
75756,Elsmere,4567
75758,North Olmsted,4568
75770,Hamptonville,4569
75887,Narrows,4570
76032,Sanibel,4571
76037,Venus,4572
76107,Lake Helen,4573
76116,Chuluota,4574
76307,Ware Shoals,4575
76454,Mc Alpin,4576
76532,Peachtree City,4577
76562,Neeses,4578
76590,Minnesota City,4579
76606,Chatfield,4580
76608,Blooming Prairie,4581
76609,Granada,4582
76610,Mauston,4583
76614,Kasson,4584
76617,Montello,4585
76618,Oostburg,4586
76621,Stewartville,4587
76633,Fargo,4588
76634,Eveleth,4589
76696,Ellsworth,4590
76705,Oswego,4591
76738,Oak Forest,4592
77005,Sherman,4593
77067,Terry,4594
77165,Luverne,4595
77179,Watertown,4596
77222,Picayune,4597
77223,Bay Saint Louis,4598
77529,Mill Creek,4599
77565,Coulterville,4600
77694,Grenada,4601
77697,Klamath River,4602
77715,Creston,4603
77902,Marshfield,4604
77952,Harvard,4605
77976,Malone,4606
77983,Galesburg,4607
78110,Rockaway Park,4608
78158,Atlantic City,4609
78188,Emmaus,4610
78206,Wheatley Heights,4611
78235,Kings Park,4612
78243,Marstons Mills,4613
78245,South Dennis,4614
78284,Hellam,4615
78295,York Haven,4616
78312,Olanta,4617
78328,Honey Brook,4618
78337,Delaplane,4619
78356,Mount Union,4620
78377,Cressona,4621
78474,Oregon,4622
78505,Rocky Top,4623
78647,Pearisburg,4624
78683,Nebo,4625
78897,Cooper City,4626
78939,Sumterville,4627
78951,Fruitland Park,4628
79134,Lula,4629
79381,Keystone Heights,4630
79402,Luray,4631
79460,Clarks Hill,4632
79467,Soperton,4633
79471,Delavan,4634
79534,Cass Lake,4635
79540,Clear Lake,4636
79542,Zimmerman,4637
79600,Machesney Park,4638
79605,Clarissa,4639
79631,Lake in the Hills,4640
79636,Carpentersville,4641
79807,Oklahoma City Northwest,4642
80155,Shepherd,4643
80257,Franktown,4644
80260,Woodland Park,4645
80440,Nyssa,4646
80449,Yachats,4647
80489,Wood Village,4648
80509,Moro,4649
80638,Kentfield,4650
80822,Alden,4651
80876,Millersburg,4652
80993,East Greenville,4653
81006,Raritan,4654
81048,Granite Springs,4655
81060,Neshanic Station,4656
81077,Flemington,4657
81102,Palm,4658
81111,Basking Ridge,4659
81158,Sheffield,4660
81200,Taneytown,4661
81221,Claysburg,4662
81231,New Carlisle,4663
81285,Crittenden,4664
81418,Oakboro,4665
81462,Haw River,4666
81530,Alberta,4667
81591,Spring Hope,4668
81763,Ona,4669
82160,Goodridge,4670
82161,Robertsville,4671
82207,Harmony,4672
82264,Okauchee,4673
82279,Ironton,4674
82356,Farmerville,4675
82558,Waskom,4676
82643,Mccomb,4677
83072,Corbett,4678
83080,Planada,4679
83242,Golconda,4680
83552,Twin Mountain,4681
83618,Harrison City,4682
83709,Colmar,4683
83760,North Versailles,4684
83778,Stone Creek,4685
83832,Cross Fork,4686
83843,Montross,4687
83912,Xenia,4688
84095,Raven,4689
84208,Sutherland,4690
84411,Norris,4691
84424,Rock Spring,4692
84472,Rossville,4693
84752,Altura,4694
84755,Ashkum,4695
84756,Streator,4696
84779,Taylors Falls,4697
84844,Runnells,4698
84861,Coralville,4699
84862,Mitchellville,4700
84863,De Witt,4701
84866,Lake Bluff,4702
85097,Magnolia Springs,4703
85201,Orange Beach,4704
85249,Niceville,4705
85263,Beechgrove,4706
85275,Haughton,4707
85284,Caruthersville,4708
85519,Morenci,4709
85580,Sammamish,4710
85699,Loomis,4711
85728,Loleta,4712
85743,Los Alamos,4713
85745,Mc Kittrick,4714
85798,Pinon Hills,4715
85820,Sherwood Forest,4716
85828,Northridge,4717
85958,Rock City Falls,4718
85978,Mohegan Lake,4719
86024,Smithton,4720
86040,Lock Haven,4721
86096,Banner Elk,4722
86114,Gasburg,4723
86256,Britt,4724
86259,Rolla,4725
86284,Hibbing,4726
86332,Lamesa,4727
86390,Irondale,4728
86415,Groveton,4729
86431,Ordway,4730
86453,Quartzsite,4731
86495,Magdalena,4732
86499,Prairie City,4733
86502,Canyon City,4734
86509,Tumwater,4735
86619,Dos Rios,4736
86624,Philo,4737
86636,Casmalia,4738
86803,Cobleskill,4739
86814,Great Meadows,4740
86817,Larchmont,4741
86826,Croton On Hudson,4742
86878,Matamoras,4743
86958,Lovingston,4744
87067,Ashford,4745
87096,Russell,4746
87101,Hill City,4747
87129,Emily,4748
87131,Staples,4749
87193,Monteagle,4750
87205,Welsh,4751
87251,Bosque Farms,4752
87342,Moss Beach,4753
87343,Platina,4754
87344,Elk Creek,4755
87601,Suffield,4756
87621,Altamont,4757
87662,Woodhaven,4758
87771,Manchester Township,4759
87831,Willimantic,4760
87835,Vintondale,4761
87839,Twinsburg,4762
87842,Turtle Creek,4763
87843,Evans City,4764
87868,Felton,4765
87916,Clearville,4766
87988,Etna,4767
88032,Ludlow,4768
88139,Vinton,4769
88152,Reidsville,4770
88231,Oilville,4771
88380,Windermere,4772
88473,Green Sea,4773
88683,Campbellton,4774
88718,Tillman,4775
88772,Statesboro,4776
88787,Pesotum,4777
88822,Silver Lake,4778
88865,Onalaska,4779
88867,La Crescent,4780
88870,Poynette,4781
88872,Clarks Grove,4782
88910,Saint Augusta,4783
89500,Carriere,4784
89570,Needville,4785
89680,West Wendover,4786
89828,Nordland,4787
90003,San Anselmo,4788
90082,Solana Beach,4789
90185,Hawaiian Gardens,4790
90227,Epsom,4791
90233,Brookline,4792
90235,Tamworth,4793
90273,Eaton Rapids,4794
90306,Luna Pier,4795
90318,Putnam Station,4796
90322,Champlain,4797
90375,Wyckoff,4798
90525,Swarthmore,4799
90611,Sudlersville,4800
90633,District 9,4801
90648,Locust Dale,4802
90667,Leesport,4803
90668,Mc Clure,4804
90672,Mount Pleasant Mills,4805
90674,Three Springs,4806
90718,London,4807
90719,Dresden,4808
90795,Bryson City,4809
90938,Spout Spring,4810
91194,Montverde,4811
91253,South and East Osceola,4812
91443,Chickamauga,4813
91677,Backus,4814
91736,New Douglas,4815
91739,West Alton,4816
91802,Orland Park,4817
91804,Strafford,4818
91806,Republic,4819
91833,Calumet,4820
92055,Tupelo,4821
92209,Town Creek,4822
92278,Ariton,4823
92299,Barksdale AFB,4824
92416,Brian Head,4825
92510,Seligman,4826
92589,Springerville,4827
92728,Mountain Ranch,4828
92836,Miramonte,4829
93021,Swampscott,4830
93031,Whitman,4831
93110,West Chazy,4832
93118,Torrington,4833
93177,Lynbrook,4834
93240,Dover Plains,4835
93306,Line Lexington,4836
93331,Yorklyn,4837
93341,Zieglerville,4838
93367,South Glastonbury,4839
93381,Stahlstown,4840
93386,Lovettsville,4841
93405,Mc Veytown,4842
93513,South Bend,4843
93581,Kingsport,4844
93583,Ten Mile,4845
93751,Crewe,4846
94001,Satellite Beach,4847
94093,Maysville,4848
94311,Sharpsburg,4849
94474,Anamosa,4850
94522,Bastrop,4851
94529,Overbrook,4852
94608,Robstown,4853
94842,Marrero,4854
94849,Pinson,4855
94897,Brierfield,4856
94995,Fort Gibson,4857
95071,Lake Jackson,4858
95086,Parowan,4859
95137,Fort Lupton,4860
95271,Wilderville,4861
95272,Canyonville,4862
95427,McKinleyville,4863
95435,Lewiston,4864
95618,Falconer,4865
95620,Plympton,4866
95677,Otter Lake,4867
95688,Marlette,4868
95722,Windsor Locks,4869
95744,Boonville,4870
95750,Corinth,4871
95767,Holley,4872
95776,Mainesburg,4873
95870,Jamison,4874
95878,Ozone Park,4875
95900,Blue Point,4876
95906,Ocean View,4877
95918,Newtown,4878
95977,Township of Washington,4879
96007,Reinholds,4880
96074,Glenelg,4881
96190,Murphy,4882
96197,Coeburn,4883
96202,Bunnlevel,4884
96472,Anthony,4885
96594,Loganville,4886
96619,Dawsonville,4887
96742,White,4888
96782,Lamont,4889
96872,Gay,4890
96903,Geff,4891
96912,Madison Lake,4892
96955,Mapleton,4893
96967,Elmwood,4894
97064,McGregor,4895
97071,La Grange Highlands,4896
97264,Weatherford,4897
97275,Godley,4898
97367,Sudan,4899
97370,Nacogdoches,4900
97371,Winslow,4901
97493,Holden,4902
97569,Sylacauga,4903
97605,Lowndesboro,4904
97607,Cropwell,4905
97612,Rosenberg,4906
97652,Jersey Village,4907
97717,Coleman,4908
97718,Del Norte,4909
97733,Aspen,4910
97749,Snowmass,4911
97821,Jal,4912
97826,Overgaard,4913
98013,Meadow Vista,4914
98090,Point Reyes Station,4915
98091,Caspar,4916
98108,Los Olivos,4917
98139,Arvin,4918
98321,Standish,4919
98359,Hudsonville,4920
98407,Factoryville,4921
98410,Old Bethpage,4922
98436,Bloomsbury,4923
98514,Delran,4924
98540,Raphine,4925
98555,Butler,4926
98556,Eighty Four,4927
98612,Clear Spring,4928
98617,Ridgely,4929
98671,Munster,4930
98736,Bloomingburg,4931
99035,Minneola,4932
99098,Winter Haven,4933
99142,New Zion,4934
99161,Patrick,4935
99245,Hiram,4936
99418,Johns Island,4937
99436,Erskine,4938
99481,Winthrop,4939
99489,Warrens,4940
99494,Lakefield,4941
99495,Baraboo,4942
99553,Brownstown,4943
99564,Pleasant Prairie,4944
99567,Big Bend,4945
99573,South Beloit,4946
99584,Henning,4947
99585,Deer Creek,4948
99608,Neola,4949
99617,Missouri Valley,4950
99658,Amarillo,4951
99873,Prichard,4952
99882,Chunchula,4953
99883,Gallion,4954
99977,Sperry,4955
100519,Sherwood,4956
100713,Irwindale,4957
100858,Howes Cave,4958
100964,Bluemont,4959
100965,Union Bridge,4960
100999,Reelsville,4961
101025,Zanesville,4962
101026,Owingsville,4963
101107,Stantonsburg,4964
101110,Miami Lakes,4965
101197,Webb,4966
101332,Silas,4967
101523,Camano Island,4968
101575,Shasta Lake,4969
101590,Gualala,4970
101749,Rives Junction,4971
101834,Frackville,4972
101894,Sandy Level,4973
101966,Ellijay,4974
101993,Seale,4975
101994,Meansville,4976
102004,Northome,4977
102058,Pine Bluff,4978
102075,Merkel,4979
102109,Eclectic,4980
102120,Junction,4981
102121,Walsenburg,4982
102132,Silverthorne,4983
102157,Peridot,4984
102159,Cave Junction,4985
102173,Enumclaw,4986
102181,Washougal,4987
102280,Gasport,4988
102281,Chaffee,4989
102327,Lapeer,4990
102368,Whitingham,4991
102446,Brodheadsville,4992
102525,Maplewood,4993
102584,Dagsboro,4994
102606,Grindstone,4995
102610,Abbottstown,4996
102638,Kingsville,4997
102684,McAdoo,4998
102815,Lillington,4999
103057,Toano,5000
103151,Arcadia West,5001
103281,Cave Spring,5002
103563,Garvin,5003
103579,Bonduel,5004
103580,Shawano,5005
103613,Hawick,5006
103615,Lindstrom,5007
103694,Goddard,5008
103719,Lubbock,5009
103772,Thrall,5010
103948,Melissa,5011
104071,Marion Junction,5012
104135,Purvis,5013
104293,Whitewater,5014
104300,Myton,5015
104450,Fife,5016
104458,Sultan,5017
104866,Oakham,5018
104887,Richmondville,5019
104928,Mendon,5020
105140,North Dartmouth,5021
105158,Cleveland Heights,5022
105175,Upperville,5023
105258,Beech Creek,5024
105271,Mifflintown,5025
105281,West Lafayette,5026
105294,Louisville Central,5027
105464,Randleman,5028
105669,Parkland,5029
105994,Little Rock,5030
105997,Delco,5031
106162,Champaign,5032
106195,Grafton,5033
106247,Neoga,5034
106278,Guthrie Center,5035
106328,Elmendorf,5036
106553,Lucedale,5037
106556,Gautier,5038
106582,Stroud,5039
106656,Pelahatchie,5040
106693,Thorsby,5041
106723,Mountain Brk,5042
106748,Destin,5043
106774,University,5044
106885,Glenns Ferry,5045
106935,Hartsel,5046
107000,Talmage,5047
107128,Concho,5048
107227,Oregon House,5049
107339,Douglas City,5050
107436,Santa Rosa Valley,5051
107513,Laconia,5052
107542,Errol,5053
107581,Sebewaing,5054
107598,Belchertown,5055
107612,Clayville,5056
107624,Mount Clemens,5057
107679,Whitehouse Station,5058
107756,Cape May,5059
107773,Lake Grove,5060
107806,Armagh,5061
108028,Dryden,5062
108069,Meadows of Dan,5063
108120,Stuart,5064
108339,Bal Harbour,5065
108449,Babson Park,5066
108604,Elliott,5067
108716,Rocky Face,5068
108729,Wewahitchka,5069
108833,Orr,5070
108847,Waconia,5071
108862,Doniphan,5072
108869,Jacobson,5073
108902,Mattoon,5074
108910,Johnson Creek,5075
108911,Union Grove,5076
109136,Saint Amant,5077
109223,Vivian,5078
109224,Beaumont,5079
109250,Northeast Dallas,5080
109261,Sapulpa,5081
109494,Diberville,5082
109617,Malta,5083
109706,Rogue River,5084
109712,Reedsport,5085
109990,Machias,5086
109991,Kill Buck,5087
110043,Dearborn Heights,5088
110152,Coopersville,5089
110237,Sunnyside,5090
110401,Blairsville,5091
110554,Hobart,5092
110633,Wapakoneta,5093
111099,Oakwood,5094
111101,Menlo,5095
111300,Altha,5096
111318,Clopton,5097
111415,Ghent,5098
111422,Neosho,5099
111427,Fairmont,5100
111446,Longville,5101
111546,Menomonee Falls,5102
111573,Matteson,5103
111575,Wheeling,5104
111577,Toddville,5105
111616,Hickory Hills,5106
111858,Axis,5107
111951,Pegram,5108
112062,Laurel Hill,5109
112074,Fort Payne,5110
112076,Ponce de Leon,5111
112101,Mathews,5112
112258,Black Hawk,5113
112263,Roggen,5114
112362,Moriarty,5115
112475,Forbestown,5116
112526,El Dorado,5117
112763,Malden,5118
112832,Grand Ledge,5119
112918,East Atlantic Beach,5120
113018,Fountainville,5121
113028,Spring House,5122
113059,Cotuit,5123
113082,Streetsboro,5124
113090,Round Hill,5125
113092,Klingerstown,5126
113094,Wellsville,5127
113156,Worton,5128
113161,West Milton,5129
113221,Springboro,5130
113481,Whitakers,5131
113483,Weldon,5132
113537,Royal Palm Beach-West Jupiter,5133
114031,O Brien,5134
114062,Register,5135
114134,Cusseta,5136
114179,Maynard,5137
114264,Spicer,5138
114292,Annada,5139
114294,Old Mill Creek,5140
114314,Barrett,5141
114332,Lake Barrington,5142
114346,Glenview,5143
114527,Northwest Travis,5144
114840,Ponce De Leon,5145
114858,Equality,5146
114879,Natchitoches,5147
115026,Mona,5148
115117,Fort McDowell,5149
115175,Canby,5150
115361,Tupman,5151
115387,Silverado,5152
115451,Cantil,5153
115521,Wolverine,5154
115735,Alto,5155
115840,Metropolis,5156
115923,Friendship,5157
115937,Hiko,5158
116161,Cedar Glen,5159
116231,Ripley,5160
116258,South Glens Falls,5161
116260,Bernardston,5162
116306,Villanova,5163
116527,Browerville,5164
116540,Bulverde,5165
116959,Seekonk,5166
117066,Comstock Park,5167
117073,Coloma,5168
117232,Rockfall,5169
117248,Portersville,5170
117263,Landisville,5171
117338,Stephenson,5172
117451,Walkertown,5173
117534,Jewell Ridge,5174
117553,Jetersville,5175
117608,Four Oaks,5176
117693,Royal Palm Beach,5177
118052,Cook,5178
118053,Green Valley,5179
118093,Glencoe,5180
118179,Fergus Falls,5181
118203,North Aurora,5182
118242,Maurice,5183
118447,Daingerfield,5184
118501,Ledbetter,5185
118504,Fate,5186
118537,Madisonville,5187
118558,Kingston Springs,5188
118757,Silt,5189
119072,Twain,5190
119415,Bay City,5191
119416,Durand,5192
119417,Birch Run,5193
119421,Roscommon,5194
119447,Spofford,5195
119455,Oneida,5196
119456,Sauquoit,5197
119554,Ellenville,5198
119560,Pequannock,5199
119574,South Salem,5200
119602,River Edge,5201
119621,Sidman,5202
119638,Tallmadge,5203
119653,Drumore,5204
119674,Parkesburg,5205
119713,Harwood,5206
119722,Dornsife,5207
119807,Plain City,5208
119847,Greeneville,5209
119865,Big Stone Gap,5210
119869,Dobson,5211
119929,Penhook,5212
119954,Goode,5213
120608,Redwood Falls,5214
120609,Zumbro Falls,5215
120617,Welcome,5216
120713,Denison,5217
120994,Pascagoula,5218
121002,Lufkin,5219
121029,Prosper,5220
121110,La Place,5221
121132,Helena,5222
121237,Centre,5223
121555,Willcox,5224
121608,Gales Creek,5225
121636,Long Barn,5226
121726,Diamond Springs,5227
122010,Fowlerville,5228
122057,Simsbury,5229
122061,Sherrill,5230
122090,Benzonia,5231
122102,Paris,5232
122103,New Era,5233
122188,North Baldwin,5234
122212,Middle Village,5235
122248,Millburn,5236
122250,Tappan,5237
122251,Pawling,5238
122265,Little Ferry,5239
122283,East Setauket,5240
122302,East Norwich,5241
122303,Palisades Park,5242
122398,Catlett,5243
122413,Shirleysburg,5244
122518,Wise,5245
122601,Meadowview,5246
122673,Charlotte Court House,5247
122729,Locust Hill,5248
122886,Belleair Beach,5249
123195,Buena Vista,5250
123290,Jefferson City,5251
123386,Dodge Center,5252
123388,Hubertus,5253
123394,Allenton,5254
123395,Rushford,5255
123398,Tomah,5256
123463,Blue Mounds,5257
123473,Greendale,5258
123506,Royalton,5259
123515,Bondurant,5260
123558,Wilton,5261
123893,Byram,5262
124112,Edgewater,5263
124151,Rocky Ford,5264
124163,Toponas,5265
124184,Chino Valley,5266
124289,Riddle,5267
124305,Gold Bar,5268
124339,Zillah,5269
124451,Blairsden Graeagle,5270
124894,Ayer,5271
124901,Contoocook,5272
124925,Saugatuck,5273
124933,Honor,5274
124978,Nunda,5275
125049,Far Rockaway,5276
125087,Rahway,5277
125134,Moodus,5278
125155,West Mifflin,5279
125199,West Grove,5280
125220,Newville,5281
125283,Muncie,5282
126301,Pierz,5283
126383,Crofton,5284
126393,Helotes,5285
127062,Sedalia,5286
127365,Paynes Creek,5287
127456,Keyes,5288
127654,Mount Jewett,5289
127656,Conewango Valley,5290
127671,Dracut,5291
127738,Underhill,5292
127741,Plattsburgh,5293
127744,West Charleston,5294
127812,Camillus,5295
127875,Kingsley,5296
127893,Island Park,5297
127945,Nutley,5298
127985,Brightwaters,5299
127996,Youngstown,5300
127998,Painesville,5301
128002,Lowellville,5302
128006,Meadville,5303
128051,Millersville,5304
128059,Ashton,5305
128093,Rohrersville,5306
128096,Belcamp,5307
128251,Mills River,5308
128377,Battleboro,5309
128425,Edenton,5310
128942,Islandton,5311
129039,Eagle Lake,5312
129131,Holstein,5313
129146,Winthrop Harbor,5314
129171,Glenwood,5315
129182,Prophetstown,5316
129213,Brayton,5317
129240,Jbsa Lackland,5318
129277,Colleyville,5319
129355,Waelder,5320
129539,Brenham,5321
129638,Greenbrier,5322
129655,Adamsville,5323
129664,Wartrace,5324
129834,Jensen,5325
130043,Boring,5326
130497,Cross Junction,5327
130548,Church Road,5328
130676,Eastman,5329
130853,Muskogee,5330
130898,Loving,5331
130941,Port Angeles,5332
130971,White Salmon,5333
131037,New Cuyama,5334
131082,Foothill Ranch,5335
131260,South Portland,5336
131261,Natick,5337
131275,Malden Bridge,5338
131344,Allenwood,5339
131352,Severna Park,5340
131383,Maiden,5341
131478,Angora,5342
131537,Wonder Lake,5343
131541,Verndale,5344
131611,Pleasant View,5345
131627,Decherd,5346
131682,Vale,5347
131734,Applegate,5348
131894,Rimforest,5349
131907,Coronado,5350
131979,Byfield,5351
132046,Dimondale,5352
132075,Parma,5353
132094,Winooski,5354
132117,Ada,5355
132175,Portville,5356
132184,Fords,5357
132247,Stockertown,5358
132420,East Freedom,5359
132431,Frenchville,5360
132436,Fisherville,5361
132450,Michigan City,5362
132463,Kirklin,5363
132487,Versailles,5364
132555,Austinville,5365
132644,Shawsville,5366
133189,Lake Ozark,5367
133217,Fond Du Lac,5368
133230,Van Wert,5369
133300,Worden,5370
133427,Madrid,5371
133525,Atlantic,5372
133536,Le Claire,5373
133543,Western Springs,5374
133580,Carthage,5375
133585,Mounds,5376
133639,Mulhall,5377
133989,Veyo,5378
134037,Castle Pines,5379
134106,Cheyenne,5380
134121,Dragoon,5381
134184,Juntura,5382
134214,Yacolt,5383
134272,Rio Oso,5384
134339,Round Mountain,5385
134510,Weymouth,5386
134612,Southborough,5387
134640,Westernville,5388
134655,Broadalbin,5389
134665,Thompsonville,5390
134858,Tenafly,5391
134863,Blauvelt,5392
134867,Oley,5393
134891,Canadensis,5394
134897,Marmora,5395
134925,Mercer,5396
134932,Meyersdale,5397
134940,Saint Clairsville,5398
134956,Bladensburg,5399
134975,Leon,5400
135002,Rapidan,5401
135012,Fawn Grove,5402
135021,Bolling Afb,5403
135027,Luthersburg,5404
135046,Wabash,5405
135053,Oakland City,5406
135056,Fairland,5407
135095,Fairborn,5408
135119,Tipp City,5409
135133,Circleville,5410
135156,Castalia,5411
135256,Iron Station,5412
135312,Goodview,5413
135545,Palatka,5414
135611,Kenansville,5415
135679,North Redington Beach,5416
136108,Burnt Prairie,5417
136165,Kiester,5418
136179,Bennington,5419
136262,Dyersville,5420
136273,Round Lake Heights,5421
136295,Saint Germain,5422
136367,North Barrington,5423
136599,Russellville,5424
136660,Weleetka,5425
136817,Shalimar,5426
136836,Lynn Haven,5427
136962,Fairplay,5428
137137,Lemitar,5429
137177,Ritzville,5430
137372,Sutter,5431
137437,Buellton,5432
137678,Norwell,5433
137766,Walpole,5434
137770,South Burlington,5435
137772,Esperance,5436
137989,Slatington,5437
138018,Shohola,5438
138031,Westbrook,5439
138035,Cherry Tree,5440
138046,Belle Vernon,5441
138164,Turbotville,5442
138171,Accokeek,5443
138191,Lebanon Junction,5444
138192,Shepherdsville,5445
138396,Sutherlin,5446
138512,Drakes Branch,5447
138737,Nokomis,5448
138749,Clearwater Beach,5449
139236,Ogilvie,5450
139287,Wausa,5451
139303,Cushing,5452
139411,Rayville,5453
139960,La Junta,5454
139974,Tabernash,5455
140087,Laguna,5456
140113,La Pine,5457
140128,Hoquiam,5458
140132,Belfair,5459
140299,Laytonville,5460
140568,Farmington Hills,5461
140611,Moran,5462
140625,East Granby,5463
140641,Vernon Center,5464
140749,Aston,5465
140841,Warrendale,5466
140851,Garrettsville,5467
140861,West Alexander,5468
140865,Monongahela,5469
140959,Fort Littleton,5470
141205,Cramerton,5471
141287,Meherrin,5472
141886,Edisto Island,5473
141975,Le Center,5474
142010,Colgate,5475
142100,Swaledale,5476
142161,Sloan,5477
142166,Colona,5478
142173,Goreville,5479
142180,Pharr,5480
142445,Citronelle,5481
142691,Tuskegee Institute,5482
142722,Haynesville,5483
142852,Highlands Ranch,5484
143049,Mount Angel,5485
143067,Moses Lake,5486
143263,Stinson Beach,5487
143550,Long Eddy,5488
143723,Monsey,5489
143724,Clarks Summit,5490
143775,Burgettstown,5491
143788,East Pittsburgh,5492
143943,South Charleston,5493
144243,Hobbsville,5494
144428,Winter Springs,5495
144429,Archer,5496
144495,Wimauma-Riverview,5497
144574,Brookhaven,5498
144948,White Springs,5499
145219,Mukwonago,5500
145272,Hawthorn Woods,5501
145755,Munford,5502
145796,Bells,5503
145897,Ferron,5504
146062,Grand View,5505
146063,Caldwell,5506
146067,Paisley,5507
146128,Le Grand,5508
146313,Avenal,5509
146350,Big Bear City,5510
146394,Reseda,5511
146407,Twin Peaks,5512
146516,East Chatham,5513
146521,East Berne,5514
146555,Rochelle Park,5515
146569,Pompton Plains,5516
146601,Big Cove Tannery,5517
146638,Pound,5518
147080,Pilot Rock,5519
147092,Pinecrest,5520
147397,Lyndhurst,5521
147407,Beaver Springs,5522
147621,Vidor,5523
147686,Black Forest-Peyton,5524
147698,Globe,5525
147711,Concrete,5526
148024,Olivet,5527
148029,South Lyon,5528
148134,Mullica Hill,5529
148155,Delaware City,5530
148172,Oaklyn,5531
148224,Ringoes,5532
148253,Manhattan,5533
148285,Nanty Glo,5534
148286,Murrysville,5535
148313,Port Trevorton,5536
148320,Brogue,5537
149050,Ruby,5538
149250,East Carondelet,5539
149301,Eden Valley,5540
149370,Dows,5541
149431,McAllen,5542
149447,Jermyn,5543
149453,Big Spring,5544
149493,Nocona,5545
149646,San Angelo,5546
149980,Jackpot,5547
150109,Keno,5548
150125,Colbert,5549
150328,Laton,5550
150463,Salamanca,5551
150582,Wilbraham,5552
150588,Middle Granville,5553
150622,Dansville,5554
150643,Barto,5555
150716,Sewaren,5556
150729,Pocono Lake,5557
150754,Crum Lynne,5558
150761,Shamong,5559
150817,Neville,5560
150832,Zelienople,5561
150836,Belpre,5562
150904,Straughn,5563
151628,Lodge,5564
151675,Culbertson,5565
151756,Foreston,5566
151837,Parkersburg,5567
152169,Kaufman,5568
152363,Okolona,5569
152783,Portola,5570
153172,Delmar,5571
153315,Pennsville,5572
153419,Dauphin,5573
153520,Enon,5574
153540,Mc Arthur,5575
153563,Sidney,5576
153611,Weber City,5577
153887,Ford,5578
153888,Oak City,5579
154081,Cocoa Beach,5580
154454,Tower,5581
154477,Gibbon,5582
154507,Bricelyn,5583
154523,Coal City,5584
154529,Cohasset,5585
154576,East Dubuque,5586
154580,Baxter,5587
154881,Littlefield,5588
154976,Crystal Springs,5589
155083,Ebro,5590
155139,Oologah,5591
155154,Big Cabin,5592
155411,South Beach,5593
155454,Port Ludlow,5594
155456,Vernonia,5595
155489,Tuolumne,5596
155502,Central Contra Costa,5597
155564,Penryn,5598
155735,Skyforest,5599
156109,Dorothy,5600
156133,Cold Spring Harbor,5601
156207,Purchase,5602
156237,Swoope,5603
156287,Gore,5604
156377,Camp Dennison,5605
156475,Candor,5606
157266,National Stock Yards,5607
157328,Lovilia,5608
157408,Wahkon,5609
157409,Askov,5610
157414,Mc Grath,5611
157486,Sleepy Hollow,5612
157516,Jbsa Ft Sam Houston,5613
157751,Elrod,5614
157975,Starkville,5615
157989,Pryor,5616
158010,Rose,5617
158290,Normandy Park,5618
158312,Clatskanie,5619
158422,Rough And Ready,5620
158499,Orleans,5621
158708,Center Barnstead,5622
158733,Tekonsha,5623
158740,Saline,5624
158773,Holland Patent,5625
158778,Saint Johnsville,5626
158786,Martin,5627
159046,La Plata,5628
159238,Hyden,5629
